name;info;voyage_1;voyage_2;voyage_3;voyage_4;voyage_5;voyage_6;voyage_7;voyage_8;voyage_9
SCALEBY CASTLE;"['Built at Bombay, launched 1798, repaired by Wells and measured 1806, 3 decks, 6in bottom, length 163ft 61Ain, keel 131ft lO^in, breadth 42ft lin, hold 17ft 8in, wing transom 25ft 8in, port cell 30ft 6in, waist 3ft llin, between decks 6ft 71/2in & 6ft 6in, roundhouse 6ft 91/2in, ports 14 middle &', '13 upper, deck range 92ft, 1242 tons', ""Principal Managing Owner: 4-8 William Moffat, 9-17 as Company's own ship. Sold to Henry Templer 6 Aug 1834 for Â£6900.""]";{'time': '', 'destination': '1832/3 China', 'reference': ['L/MAM/B/34U Journal 18 Mar 1833-1 Apr 1834', 'L/MAWB/34-n(l) Ledger', 'L/MAM/B/34-II(2) Pay Book'], 'captain': 'John Hillman', 'itinerary': 'Downs 4 May 1833 - 27 Aug Whampoa - Second Bar 25 Oct - 4 Jan 1834 St Helena - 24 Feb Downs'};{'time': '1802', 'destination': 'From Bombay', 'reference': ['L/MAR/B/34D Journal 3 Jul-3 Dec 1802, anon', 'L/MAR/B/34E Journal 8 Apr-2 Dec 1802, anon'], 'captain': 'Patrick Gardner', 'itinerary': 'Bombay 3 Jul 1802 - 8 Sep St Helena -17 Nov Kenmair river, Ireland - Dec Downs'};{'time': '1806', 'destination': 'From China', 'reference': ['L/MAR/B/34F Journal 1 Nov 1805-11 Oct 1806'], 'captain': 'John Guise', 'itinerary': 'Whampoa 18 Jan 1806 - 3 Jul St Helena - 3 Sep Downs'};{'time': ['1806', '1807'], 'destination': 'Bombay and China', 'reference': ['L/MAR/B/34 V (1) Ledger', 'L/MAR/B/34V(2) Pay Book'], 'captain': 'John Loch', 'itinerary': 'Portsmouth 26 Feb 1807 - 1 Jul 1808 moorings'};{'time': ['1808', '1809'], 'destination': 'Bombay and China', 'reference': ['L/MAR/B/34G Journal 18 Oct 1808-1 Oct 1810', 'L/MAM/B/34W (1) Ledger', 'L/MAR/B/34W(2) Pay Book'], 'captain': 'John Loch', 'itinerary': 'Portsmouth 24 Feb 1809 - 25 Jun Bombay - 31 Aug Penang -14 Oct Macao - 6 Nov Whampoa - 21 Dec Second Bar - 21 May 1810 St Helena - 28 Jul Downs'};{'time': ['1810', '1811'], 'destination': 'Bombay and China', 'reference': ['L/MAM/B/34H Journal 26 Feb 1811-15 Dec 1812', 'L/MAR/B/34-I Journal 5 May-7 Dec 1812, anon', 'L/MAM/B/34X(1) Ledger', 'L/MAR/B/34X(2) Pay Book'], 'captain': 'Thomas Talbot Harington', 'itinerary': 'Torbay 12 May 1811 - 6 Sep Bombay - 22 Dec Batavia - 9 Mar 1812 Whampoa - 29 Mar Second â–\xa0 23 Jul St Helena - 24 Oct Downs'};{'time': ['1813', '1814'], 'destination': 'St Helena, Batavia and China', 'reference': ['L/MAR/B/34J Journal 11 Oct 1813-14 Nov 1815', 'L/MAM/B/34Y (1) Ledger', 'L/MAM/B/34 Y(2) Pay Book'], 'captain': 'Thomas Talbot Harington', 'itinerary': 'Portsmouth 31 Dec 1813 - 5 Apr 1814 St Helena - 26 May Cape -31 Aug Batavia - 7 Oct Samarang - 24 Dec Amboina - 28 Feb 1815 Whampoa - 25 Mar Second Bar - 24 May Batavia - 28 Jul Cape - 11 Sep St Helena -14 Nov Downs'};{'time': ['1815', '1816'], 'destination': 'China', 'reference': ['L/MAR/B/34K Journal 17 Feb 1816-17 Jul 1817', 'L/MAR/B/34Z(1) Ledger', 'L/MAM/B/34Z(2) Pay Book'], 'captain': 'William Moffat', 'itinerary': 'Downs 17 Apr 1816 -10 Aug Penang - 3 Nov Whampoa -18 Dec Second Bar -10 Apr 1817 St Helena - 4 Jun Downs'};{'time': ['1817', '1818'], 'destination': 'China', 'reference': ['L/MAM/B/34L Journal 20 Feb 1818-5 Jun 1819', 'L/MAR/B/34AA(1) Ledger ', 'L/MAR/B/34AA(2) Pay Book Capt John Barnet Sotheby'], 'captain': [], 'itinerary': 'Downs 19 Apr 1818 -18 Aug Whampoa - 3 Nov Second Bar - 9 Feb 1819 St Helena - 4 May Downs'}
SCARBOROUGH (1);['Rated at 480 tons, 96 crew, 30 guns'];{'time': ['1734', '1735'], 'destination': 'Bombay', 'reference': ['L/MAM/B/355A Journal 15 Jan 1734-12 Aug 1736', 'L/MAM/B/355J(1) Ledger', 'L/MAR/B/355J(2) Pay Book'], 'captain': 'George Westcott', 'itinerary': 'Downs 17 Mar 1735 - 24 Jun Mozambique - 7 Jul Johanna -11 Aug Bombay -17 Oct Tellicherry - 22 Oct Calicut - 3 Nov Cochin - 9 Nov Calicut -15 Nov Tellicherry - 26 Nov Goa -18 Dec Bombay - 11 Jan 1736 Tellicherry - 22 Jan Anjengo -12 Apr Cape -14 May St Helena -11 Aug Downs'};{'time': ['1737', '1738'], 'destination': 'Madras, Bengal and Benkulen', 'reference': ['L/MAM/B/355B Journal 28 Sep 1737-24 Aug 1739', 'L/MAM/B/355K(1) Ledger', 'L/MAM/B/355K(2) Pay Book'], 'captain': 'George Weslcott', 'itinerary': 'Downs 2 Feb 1738 - 3 Mar Sao Tiago - 10 Jun Johanna -19 Jul Fort St David - 30 Jul Madras - 9 Sep Balasore - 19 Sep Rogues River - 9 Nov Ingeli - 28 Nov Acheh - 27 Dec Benkulen - 20 May 1739 St Helena - 24 Aug Falmouth - 6 Sep Downs'};;;;;;;
SCARBOROUGH (2);"['Rated at 499 tons. 99 crew, 30 guns', 'SCARBOROUGH (d>)', ""Extra ship, measured 1786, 2 decks, 4in bottom, length 109ft 3 in, keel 87ft '/un, breadth 29ft lOin. hold 12ft 5'Ain, wing transom 37ft 4in, 411 tons""]";{'time': '1788', 'destination': 'From China', 'reference': ['L/MAR/B/355G Journal 22 Oct 1788-18 Jun 1789 '], 'captain': 'John Marshall', 'itinerary': 'Whampoa 17 Dec 1788 - 28 May 1789 Downs'};"{'time': ['1744', '1745'], 'destination': 'Madras and Bengal', 'reference': [""L/MAJR/B/355ID) Journal 13 Oct 1744-28 Feb 1746, Philip D'Auvergne. Chief Mate L/MAM/B/355M(ll) Ledger"", 'L/MAWB/355M(2) Pay Book'], 'captain': 'George Westcott', 'itinerary': 'Torbay 28 Feb 1744 - Plymouth 14 Mar - 27 Apr Madeira - 13 Aug Cape - 11 Dec Madras - 24 Jan 1745 Rogues River - 8 Jul St Helena - 17 Oct Lisbon - 21 Jan 1746 Downs'}";"{'time': ['1747', '1748'], 'destination': 'Fort St David and China', 'reference': ['L/MAM/B/3S5E Journal 3 Jan 1747-27 Jun 1749', 'L/MAM/B/355N(1) Ledger', 'L/M AM/B/3SSN(2) Pay Book'], 'captain': ""Philip D'Auvergne"", 'itinerary': 'Portsmouth 25 Jan 1748 - 18 Jun Fort St David - 12 Aug Malacca - 21 Sep Whampoa - 15 Dec Second Bar - 3 Mar 1749 Cape - 1 Apr St Helena - 20 Jun Downs'}";"{'time': ['1750', '1751'], 'destination': 'Madras and Bengal', 'reference': ['L/MAIR/1B/3SSF Journal 20 Nov 1750-10 Mar 1753. Pinson Benham. Second Mate L/MAE/B/35S-0(11) Ledger', 'L/MAWB/355-0(2) Pay Book'], 'captain': ""Philip D'Auvergne"", 'itinerary': 'Downs 3 Feb 1751 -27 Feb Sao Tiago - 7 Jul Fort St David - 21 Jul Madras - 6 Aug Culpee - 23 Feb 1752 Barrabulla - 15 Jun Mauritius (repairs) 20 Oct - 2 Dec St Helena - 10 Feb 1753 Downs'}";;;;;
SCARBOROUGH (4);[];{'time': ['1800', '1801'], 'destination': 'Bengal', 'reference': ['L/MAR/B/355H Journal 20 Dec 1800-22 Apr 1802', 'L/MAM/B/355-I Journal 20 Dec 1800-22 Apr 1802, John Greig, Chief Mate'], 'captain': 'John Scott', 'itinerary': 'Falmouth 25 Jan 1801 -19 Jun Calcutta - 21 Aug Diamond Harbour - 22 Dec Cape - 28 Jan 1802 St Helena - 8 Apr Downs'};;;;;;;;
SCEPTRE;"['375 tons, 75 crew, 36 guns', 'NMM: JOB/4 Narrative Aug 1695- Jul 1698. Edward Barlow. Chief Mate **', '** inc drawings of the ship and Cochin', ""Sec Barlow 'sJournaL cd Basil Lubbock (London, 1934) vol 2 pp.455-501""]";"{'time': ['1695', '1696'], 'destination': 'Surat', 'reference': ['L/MAR/A/CSI Journal 28 Oct 1695-1 Jun 1697 *'], 'captain': 'George Phinney', 'itinerary': ""Downs 8 Dec 1695 - Spithcad 19 May 1696 - 4 Oct Cape - 28 Jan 1697 Anjcngo - 8 Feb Cochin - Calicut - 22 Feb Mangalore - 7 Mar Karwar - 31 Mar Bombay - Jun Aden - 18 Jun Mokha - 15 Aug encounter with William Kidd the pirate in the Bab cl Mandeb - Sep Sural - Bombay 9 Oct - 15 Oct Karwar - Calicut - 22 Oct Tellicheriy 12 Nov - Mangalore - Goa 18 Nov - 28 Nov Bombay - 6 Dec Surat - Swally 15 Jan 1698 - Bombay 27 Jan - 15 Apr Cape - St Helena - 28 Jul Downs * f.7v list of officers, against each name an armorial seal (a cross molincs w ithin a border, an esquire's helmet, the crest a lion passant)""}";{'time': ['1698', '1699'], 'destination': 'Madras and Bengal ', 'reference': ['L/MAR/A/CXXXV Receipt Book Capt John Phinney'], 'captain': [], 'itinerary': 'Downs 2 Mar 1699 - wrecked at Nash Point, Bristol Channel. Jan 1701'};;;;;;;
SCIPIO;['350 tons. 70 crew. 26 guns', 'seme AFRICANUS', '480 tons. 78 crew. 30 guns'];{'time': ['1703', '1704'], 'destination': 'Madras and Bengal', 'reference': [], 'captain': 'George Luke Burrish', 'itinerary': '22 Feb 1704 - 1 Nov 1705'};{'time': '', 'destination': 'May 1681 -23 Sep 1682', 'reference': [], 'captain': []};{'time': 'St', 'destination': 'Helena and Surat ', 'reference': [], 'captain': [], 'itinerary': 'Capt Thomas Woodcock 8 May 1683 - 1 Aug 1684'};;;;;;
SCOUT;['Pinnace', 'mate', 'Master Nathaniel Best'];{'time': ['1623', '1624'], 'destination': 'Surat', 'reference': ['L/MAR/A/XLI Journal on the Eagle and Scout 27 Mar 1624-7 Apr 1626, William Minors,'], 'captain': [], 'itinerary': 'Downs 28 Mar 1624 - 17 Jul Cape - Sep Surat 27 Mar 1625 - 9 May Socotra -13 Jun Borrum - 19 Sep Surat - 20 Dec Moheli - 20 Jun 1626 Cape - 9 Feb St Helena - Apr Downs'};{'time': ['1626', '1627'], 'destination': 'Surat', 'reference': [], 'captain': [], 'itinerary': 'Gravesend 24 Feb 1627 - 10 Jul Cape - Sep Moheli - 30 Nov Surat - Aden, abandoned there in 1628'};;;;;;;
SEA ABVENTURE;"['Junk, bought at Nagasaki Aug 1614', 'Bodleian Lib; Savile Ms 48 ff.1-44 Journal 28 Nov 1614-Jun 1615 ']";{'time': 'Siam', 'destination': '1614', 'reference': [], 'captain': 'William Adams', 'itinerary': 'Hirado 17 Dec 1614 - 27 Dec Okinawa 21 May 1615 - voyage abandoned - 24 Jun Hirado'};{'time': 'Siam', 'destination': '1615', 'reference': ['L/MAR/A/XXIV ff.1-24 Journal 7 Dec 1615-22 Nov 1616, Edmund Sayers, merchant '], 'captain': 'William Adams', 'itinerary': 'Hirado 7 Dec 1615 - 11 Jan 1616 Bangkok -18 Jan Ayutthaya - Bangkok 5 Jun - 22 Jul Hirado'};;;;;;;
SEAFLOWER;['Master Adam Lee/Gilbert Gardner'];{'time': ['1642', '1643'], 'destination': 'Surat (to remain)', 'reference': [], 'captain': [], 'itinerary': 'Downs 8 Mar 1643 - 27 Jul Mozambique - 7 Aug Johanna - 5 Sep Bombay - 28 Sep Surat -12 Nov Bandar Abbas - 2 Dec Surat - 3 Mar 1644 Bandar Abbas - Bantam - 6 Jan 1645 Masulipatam - Madras 5 May - Bantam - 3 Jul 1646 Madras - Narsipur - Bantam -'};;;;;;;;
SEAFORB;['New Company, 240 tons, 48 crew, 24 guns'];{'time': ['1700', '1701'], 'destination': 'Batavia and China ', 'reference': ['L/MAR/A/CXLIX Journal 20 Sep 1700-23 Sep 1702 ', 'L/MAR/A/CXLIXA Imprest Book'], 'captain': 'Martin Gardiner', 'itinerary': 'Downs 20 Nov 1700 - 23 Mar 1701 Cape -16 Jun Batavia -13 Jul Macao - 24 Jul Whampoa - 9 Jan 1702 Macao - 1 Feb Batavia - 28 May St Helena - 23 Sep Deptford'};{'time': ['1702', '1703'], 'destination': 'Borneo ', 'reference': [], 'captain': 'Martin Gardiner', 'itinerary': '16 Apr 1703 - 21 Aug 1706'};;;;;;;
SEA HORSE;"['Built by West, launched 1767, 3 decks, 3in bottom, length 136ft lin, keel 110ft LAin, breadth 34ft 4!/2in, hold 14ft 5in, wing transom 21ft 5!4in, between decks 5ft ILAin, 692 tons Principal Managing Owner; Gilbert Slater']";{'time': ['1767', '1768'], 'destination': 'Madras and China', 'reference': ['L/MAR/B/479A Journal 23 Oct 1767-9 Nov 1769', 'L/MAR/B/479E(1) Ledger', 'L/MAR/B/479E(2) Pay Book'], 'captain': 'Edward Dampier', 'itinerary': 'Downs 2 Jan 1768 - 17 Apr Cape - 6 Jul Madras - 24 Oct Whampoa - 6 Feb 1769 Second Bar - 9 Jul St Helena - 25 Sep Downs'};{'time': ['1770', '1771'], 'destination': 'Benkulen and China', 'reference': ['L/MAR/B/479B Journal 6 Oct 1770-29 Aug 1772', 'L/MAR/B/479F(1) Ledger', 'L/MAR/B/479F(2) Pay Book'], 'captain': 'Edward Dampier', 'itinerary': 'Portsmouth 16 Jan 1771 - 31 May Benkulen - 9 Aug Whampoa - 5 Jan 1772 Second Bar - 29 Apr St Helena - 9 May Ascension -18 Jul Downs'};{'time': ['1773', '1774'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/479C Journal 1 Nov 1773-3 Oct 1775', 'L/MAR/B/479G(1) Ledger', 'L/MAR/B/479G(2) Pay Book'], 'captain': 'David Arthur', 'itinerary': 'Downs 29 Dec 1773 - 30 Apr 1774 Cape - 3 Jul Madras - 30 Jul Kedgeree - 26 Dec Ingeli -17 Jan 1775 Madras - 5 May Cape - 31 May St Helena - 23 Aug Downs'};{'time': ['1776', '1777'], 'destination': 'Bengal', 'reference': ['L/MAR/B/479D Journal 25 Dec 1776-2 Dec 1778, George Simson, Chief Mate ', 'L/MAR/B/479H(1) Ledger', 'L/MAR/B/479H(2) Pay Book'], 'captain': 'David Arthur', 'itinerary': 'Portsmouth 30 Apr 1777 - 31 Jul Cape - 7 Nov Culpee -18 Jan 1778 Ingeli -13 Jun Cape - 24 Jul St Helena - 27 Oct Downs'};;;;;
SEBGEWICK;['Advice boat, 16 crew, 90 tons, former name East India Mercury '];{'time': ['1695', '1696'], 'destination': '', 'reference': ['L/MAR/B/139A Journal 9 Jan 1742-29 Mar 1744', 'L/MAR/B/139F(1) Ledger', 'L/MAR/B/139F(2) Pay Book'], 'captain': 'Joseph Collier', 'itinerary': 'Portsmouth 21 Mar 1742 - 10 Aug Balambangan - 23 Aug Benjarmassin - 20 Jan 1743 cPulau Laurotf - 9 Apr Batavia - 27 Jun Mew Bay - 4 Oct Cape - 6 Nov St Helena - 5 Dec Ascension - 11 Feb 1744 Downs'};;;;;;;;
SEVERN (1);['Rated at 499 tons, 99 crew, 30 guns', 'I 1741/2 Borneo and Batavia', 'apt Joseph Collier'];;{'time': ['1745', '1746'], 'destination': 'Mokha and Bombay', 'reference': ['L/MAR/B/139B Journal 15 Oct 1745-23 Jun 1748', 'L/MAR/B/36F Journal 21 Aug 1747-19 Apr 1748, anon', 'L/MAR/B/139G(1) Ledger', 'L/MAR/B/139G(2) Pay Book'], 'captain': [], 'itinerary': '1748 St Helena - 22 Apr Kinsale - 26 May Downs'};{'time': ['1748', '1749'], 'destination': 'Madras, Bengal and Bombay', 'reference': ['L/MAR/B/139D Journal 25 Jan 1749-3 Aug 1751', 'L/MAR/B/139H(1) Ledger', 'L/MAR/B/139H(2) Pay Book'], 'captain': 'Richard Dorrell', 'itinerary': 'Downs 6 Apr 1749 - 8 Sep Fort St David -15 Sep Madras -31 Oct Ingeli - 2 Nov Culpee - 21 Dec Ingeli - 28 Feb 1750 Colombo - 29 Mar Tellicheny - 3 May Bombay -16 Aug Tellicherry - 29 Aug Trincomalee - 4 Sep Fort St David - 22 Sep Culpee - 2 Oct Calcutta - 12 Dec Ingeli -18 Jan 1751 Madras - 22 Jan Fort St David - 3 May St Helena - 6 Jul Downs'};;;;;;
SEVERN (2);['Chartered ship, 586 tons', 'Principal Managing Owner: George Mott Braithwaite'];{'time': ['1832', '1833'], 'destination': 'Bengal', 'reference': ['L/MAR/B/139E Deck Log 25 Jun 1833-28 Aug 1834'], 'captain': 'George Mott Braithwaite', 'itinerary': 'Portsmouth 27 Jul 1833 - 13 Oct Cape - 27 Dec Calcutta -12 Mar 1834 Saugor - 10 Jun St Helena - 11 Aug Downs'};;;;;;;;
SEYMOUR;[];{'time': ['1692', '1693'], 'destination': '', 'reference': [], 'captain': 'Gifford', 'itinerary': 'Downs 23 May 1693 - did not return'};;;;;;;;
SHAFTESBURY (1);['Rated at 499 tons, 99 crew, 32 guns 1735/6', 'Downs 20 Feb 1736-20 Mar SÃ£o Tiago-7 Aug Madras-11 Sep Ingeli-4 Oct Calcutta-27 Dec Ingeli-10 Jan 1737 Madras- 16 Jun St Helena- 12 Sep Downs'];{'time': ['1735', '1737'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/610A Journal 4 Dec 1735-1 Oct 1737', 'L/MAR/B/610H(1) Ledger', 'L/MAR/B/610H(2) Pay Book'], 'captain': 'Matthew Bookey'};{'time': ['1738', '1739'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/610B Journal 17 Oct 1738-12 Nov 1740', 'L/MAR/B/610-1(1) Ledger', 'L/MAR/B/610-1(2) Pay Book'], 'captain': 'Matthew Bookey', 'itinerary': 'Downs 12 Dec 1738-23 Feb 1739 Cape-28 May Madras-3 Aug Rogues River-12 Dec Cockelee- 27 Dec Madras- 10 Jan 1740 Fort St David-29 Apr St Helena - 16 Sep Downs'};{'time': ['1741', '1742'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/610C Journal 30 Sep 1741-17 Nov 1743', 'L/MAR/B/610J(1) Ledger', 'L/MAR/B/610J(2) Pay Book'], 'captain': 'Matthew Bookey', 'itinerary': 'Portsmouth 24 Feb 1742 - Mar Madeira - 20 Sep Madras - 20 Nov Balasore -13 Dec Rogues River - 9 Feb 1743 Ingeli - 26 Jun St Helena - 5 Oct Downs'};{'time': ['1745', '1746'], 'destination': 'China', 'reference': ['L/MAR/B/610D Journal 29 Dec 1745-12 Jan 1748 ', 'L/MAR/B/ 610K(1) Ledger', 'L/MAR/B/610K(2) Pay Book '], 'captain': 'Matthew Bookey', 'itinerary': 'Plymouth 30 Mar 1746 - 18 Aug Malacca - 23 Nov Whampoa - 8 Feb 1747 Second Bar - 22 Jul St Helena -19 Oct River Shannon - 13 Dec Downs'};;;;;
SHAFTESBURY (2);['Rated at 499 tons, 99 crew, 26 guns', 'Downs'];{'time': ['1749', '1750'], 'destination': 'Bombay and Persia', 'reference': ['L/MAR/B/610E Journal 12 Jan 1750-22 Sep 1752 ', 'L/MAR/B/610L(1) Ledger ', 'L/MAR/B/610L(2) Pay Book Capt William Bookey'], 'captain': [], 'itinerary': 'Bombay -15 Dec Tellicheny - 27 Jan 1752 Cochin - 4 Feb Anjengo - 22 May St Helena -13 Aug'};{'time': ['1753', '1754'], 'destination': 'Bombay', 'reference': ['L/MAR/B/610F Journal 22 Feb 1754-22 Dec 1755', 'L/MAR/B/610M(1) Ledger ', 'L/MAR/B/610M(2) Pay Book Capt William Bookey'], 'captain': [], 'itinerary': 'Downs 22 Apr 1754 - 17 Aug Cape - 3 Dec Cochin -11 Dec Tellicherry - 27 Dec Goa - 9 Jan 1755 Bombay - 24 Mar Tellicheny - 2 Apr Anjengo - 24 Jul St Helena -18 Oct Plymouth'};"{'time': ['1757', '1758'], 'destination': 'Bombay, Madras and Batavia', 'reference': ['L/MAR/B/610G Journal 15 Oct 1757-4 Jul 1761, Patrick Crichton, Chief Mate ', 'L/MAR/B/610N(1) Ledger ', 'L/MAR/B/610N(2) Pay Book Capt Cornelius Inglis'], 'captain': [], 'itinerary': ""Portsmouth 5 Mar 1758 - 28 Mar Madeira - 28 Apr Sao Tiago - 8 Aug St Augustine's Bay - 2 Nov Goa - 15 Nov Bombay - 31 Jan 1759 Madras - 5 May Batavia - 18 Jul Vizagapatam - 28 Jul Negrais - 9 Nov Madras - 25 Jan 1760 Anjengo - 31 Jan Calicut -11 Feb Tellicheny - 25 Feb Goa -10 Mar Bombay - 21 Apr Goa - 27 Apr Tellicheny -1 May Calicut -19 May Madras - 14 Feb 1761 St Helena -19 Mar Portsmouth""}";;;;;;
SHAH BRYGAMORE;['Built at Calcutta, launched 1801, 524 tons', 'Sold at Bombay, sailing from Calcutta again in 1819, broken up 182'];{'time': '1803', 'destination': '1 From Calcutta', 'reference': [], 'captain': [], 'itinerary': 'L/MAR/B/340A Journal 1 Dec 1802-14 Aug 1803, anon Calcutta 29 Jan 1803 - 7 Feb Kedgeree - 22 May St Helena - 29 Jul Falmouth'};;;;;;;;
SHERBORNE (1);['250 tons, 50 crew, 22 guns'];{'time': ['1709', '1710'], 'destination': 'Benkulen', 'reference': ['L/MAR/B/148B Imprest Book', 'L/MAR/B/148C Ledger'], 'captain': 'Henry Cornwall', 'itinerary': 'Plymouth 6 Feb 1710 - captured by the French 17 Apr 1712'};;;;;;;;
SHERBORNE (2);['Chartered ship, 645 tons', 'Principal Managing Owners: Stuart & Co'];{'time': ['1832', '1833'], 'destination': 'Bengal', 'reference': ['L/MAM/B/148A Deck Log 25 Jun 1833-9 Aug 1834'], 'captain': 'Joseph Corbynpo', 'itinerary': 'Portsmouth 26 Jul 1833 - 12 Oct Cape -1 Feb 1834 Calcutta -18 Mar Saugor - 7 Jun St Helena - 6 Aug Downs'};;;;;;;;
SHREWSBURY (1);['350 tons, 70 crew, 30 guns'];{'time': ['1684', '1685'], 'destination': 'Madras and Bengal ', 'reference': [], 'captain': 'William Talbot'};{'time': ['1687', '1688'], 'destination': 'Bombay ', 'reference': [], 'captain': 'Richard Etherington Downs 12 May 1688 -'};{'time': '', 'destination': 'Dec 1684 -28 Jul 1687', 'reference': [], 'captain': []};;;;;;
SHREWSBURY (2);['Licensed ship, gallery, 180 tons', 'Downs 4 Aug 1698 -'];{'time': ['1697', '1698'], 'destination': 'Surat', 'reference': [], 'captain': []};;;;;;;;
SHREWSBURY (3);['Built by Perry, launched 1767, 3 decks, 3in bottom, 676 tons Principal Managing Owner: John Raymond', 'G/17/3 ff.384-91 & 462-70 Manifest and accounts '];{'time': ['1767', '1768'], 'destination': 'Bombay and Bengal', 'reference': ['L/MAR/B/472A Journal 6 Dec 1767-27 Jan 1770', 'L/MAM/B/472E(1) Ledger', 'L/MAR/B/472E(2) Pay Book'], 'captain': 'Benjamin Jones', 'itinerary': 'Portsmouth 18 Mar 1768 - 10 Apr Madeira - 4 Aug Johanna - 5 Sep Bombay -1 Dec Cochin -10 Dec Anjengo - 6 Feb 1769 Kedgeree - 24 Jun Mauritius - 28 Aug St Helena - 6 Dec Portsmouth -13 Dec Downs'};{'time': ['1770', '1771'], 'destination': 'Bombay and Mokha', 'reference': ['L/MAR/B/472B Journal 1 Jan 1771-22 Jul 1773', 'L/MAR/B/472F(1) Ledger', 'L/MAR/B/472F(2) Pay Book'], 'captain': 'Benjamin Jones', 'itinerary': 'Portsmouth 1 May 1771 - 17 Sep Johanna - 25 Nov Bombay - 16 Jan 1772 Surat - 24 Jan Bombay - 11 Feb Mahim - 20 Feb Surat - 28 May Aden - 9 Jun Mokha - 13 Oct Bombay - 30 Mar 1773 St Helena - 18 Jun Downs'};{'time': ['1775', '1776'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/472C Journal 24 Nov 1775-15 Sep 1777', 'L/MAR/B/472G(!) Ledger', 'L/MAR/B/472G(2) Pay Book'], 'captain': 'Benjamin Jones', 'itinerary': 'Portsmouth 14 Mar 1776 - 14 Jul Johanna - 19 Aug Madras - 7 Sep Culpec - 14 Nov Ingeli - 6 Mar 1777 Cape - 27 Mar St Helena - 27 Jul Downs'};"{'time': ['1777', '1778'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/472D) Journal 2 Dec 1777-13 Mar 1780. Samuel Gandy. Chief Mate', 'L/MAR/B/472H(I) Ledger', 'L/MAR/B/472M(2) Pay Book'], 'captain': 'John Coggan', 'itinerary': ""Portsmouth 7 Mar 1778 - 2 May Pernambuco - 13 Jul Johanna - 26 Aug Madras - 29 Sep Kedgeree - 30 Oct Calcutta - 7 Feb 1779 Ingeli - 22 Feb Barrabulla - 21 Mar Madras - 25 Jul St Augustine's Bay - 8 Oct St Helena - 13 Jan 1780 Downs""}";;;;;
SIAM MERCHANT;['330 tons. 66 crew. 24 guns'];{'time': ['1683', '1684'], 'destination': 'Madras', 'reference': [], 'captain': [], 'itinerary': 'Capt Richard Wouldhave 21 Mar 1684 - 8 Oct 1686'};;;;;;;;
SIDNEY;['750 tons, 120 crew, 40 guns'];{'time': ['1695', '1696'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/A/CV Journal 23 Jan 1696-14 Jul 1698'], 'captain': 'William Gyfford', 'itinerary': 'Downs 10 Jul 1696 - 6 Jan 1697 Cape - 1 Apr Johanna - 1 Jun Madras - 18 Jul Balasore -29 Jul Hog River - 1 Jan 1698 Madras -16 Apr Cape -14 Jul off Scilly'};{'time': ['1698', '1699'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/A/CXYII Journal 19 Nov 1698-22 Jul 1700, Lewis Whitwell, Chief Mate '], 'captain': 'Caleb Grantham', 'itinerary': 'Downs 3 Dec 1698 - 29 Dec Cadiz - 3 Apr 1699 Cape - 7 Jun Balasore - 13 Nov Pipli - 7 Jan 1700 Balasore - 28 Apr St Helena - 22 Jul Downs'};{'time': ['1700', '1701'], 'destination': 'Bengal', 'reference': [], 'captain': 'Lewis Whitwell', 'itinerary': '4 Dec 1700 - 21 Jul 1702'};{'time': ['1702', '1703'], 'destination': 'China and Madras', 'reference': ['L/MAR/B/715A ff.1-41 Journal 11 Jan 1703-9 May 1704', 'L/MAR/B/715B Journal 11 Jan 1703-27 Nov 1705, Thomas Cason, Second Mate', 'L/MAR/B/715C Ledger'], 'captain': 'John Craddock', 'itinerary': 'Downs 16 Apr 1703 - 1 Jun Sao Tiago - 1 Oct Batavia - 19 Jun 1704 Macao - 12 Jul Whampoa - 12 Jan 1705 Malacca - 15 Feb Madras - 1 Mar Fort St David - 26 Jun St Helena - 23 Jul Ascension - 14 Oct Cork - 20 Nov Erith'};;;;;
SINCLAIR;[];{'time': '1807', 'destination': 'From China', 'reference': ['L/MAR/B/283A Deck Log 16 Dec 1806-5 Aug 1807 ', 'L/MAR/B/283B Journal 16 Dec 1806-5 Aug 1807 Capt J H Jackson'], 'captain': [], 'itinerary': 'Whampoa 3 Jan 1807 - 25 Jan Penang -18 Apr St Helena - 3 Jul Downs'};;;;;;;;
