ship_id;name;info;voyage_1;voyage_2;voyage_3;voyage_4;voyage_5;voyage_6;voyage_7;voyage_8;voyage_9
s282;COLEBROOKE;['Built by Perry, launched 1770, 3 decks, 4in bottom, length 137ft, keel 110ft Vfcin, breadth 35ft b^in, wing transom 22ft 71/4in, port cell 23ft lOin, between decks 5ft lOin & 6ft lin, 739 tons Principal Managing Owners: 1-2 Richard Boulton, 3 Henry Boulton'];{'time': ['1770', '1771'], 'destination': 'Bengal', 'reference': ['L/MAR/B/532A Journal 1 May 1771-13 Feb 1773', 'L/MAR/B/532D(1) Ledger', 'L/MAR/B/532D(2) Pay Book'], 'captain': 'Arthur Morris', 'itinerary': 'Portsmouth 30 Apr 1771 -19 May Madeira - 23 Sep False Bay - 9 Oct Simons Bay - 29 Jan 1772 Kedgeree -1 Apr Ingeli - 5 Sep Cape -12 Oct St Helena - 20 Dec Downs'};{'time': ['1774', '1775'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/532B Journal 20 Oct 1774-12 Jun 1776', 'L/MAR/B/532E(1) Ledger', 'L/MAR/B/532E(2) Pay Book'], 'captain': 'Arthur Morris', 'itinerary': 'Portsmouth 18 Jan 1775 - 18 Apr Cape - 23 Jun Madras -16 Jul Kedgeree -1 Sep Ingeli -1 Oct Madras -11 Jan 1776 Cape - 26 Feb St Helena - 7 Jun Downs'};{'time': ['1777', '1778'], 'destination': 'Bombay', 'reference': ['L/MAR/B/532C Journal 31 Dec 1771-31 Aug 1778, John Sherwood, Second Mate '], 'captain': 'Arthur Morris', 'itinerary': 'Portsmouth 27 Apr 1778 - 25 May Madeira - wrecked 24 Aug, struck a rock entering False Bay'};nan;nan;nan;nan;nan;nan
s283;COMET (1);['Extra ship, built by Young, measured 1794, 2 decks, length 96ft 5in, keel 76ft 3in, breadth 27ft lin, hold 12ft, wing transom 15ft 8in, waist 6in, between decks 6ft 2in, 297 tons'];{'time': ['1793', '1794'], 'destination': 'Bengal and Madras', 'reference': ['L/MAR/B/302A Journal 13 May 1794-9 Nov 1795 '], 'captain': 'Sampson Baker', 'itinerary': 'Gravesend 17 Jun 1794 - 15 Nov Calcutta - 29 Jan 1795 Kedgeree -18 Feb Saugor - 4 Mar Madras - 24 May St Helena -13 Sep River Shannon -18 Oct Deptford'};nan;nan;nan;nan;nan;nan;nan;nan
s284;COMET (2);['Extra ship, built by Wells, launched 1801, 3 decks, 4in bottom, length 120ft VAin, keel 95ft 71/2in, breadth 32ft 3in, hold 12ft 5in, wing transom 20ft 71/2in, port cell 22ft 9in, waist 6in, between decks 4ft 1 lin & 6ft 6in, roundhouse 6ft 3in, ports 11 middle & upper, 529 tons Principal Managing Owner: John St Barbe'];{'time': ['1800', '1801'], 'destination': 'Bengal', 'reference': ['L/MAR/B/302B Journal 10 Apr 1801-10 Feb 1803', 'L/MAR/B/302D(1) Ledger', 'L/MAR/B/302D(2) Pay Book', 'L/MAR/B/302D(3) Imprest Book '], 'captain': 'Thomas Larkins', 'itinerary': 'Portsmouth 9 Sep 1801 - 9 Feb 1802 Calcutta - 7 May Diamond Harbour - 23 May returned to Calcutta - 7 Jul Diamond Harbour - 2 Aug Kedgeree - 8 Nov St Helena - 5 Jan 1803 Long Reach'};{'time': ['1802', '1803'], 'destination': 'St Helena and Bengal', 'reference': [], 'captain': 'James Moring', 'itinerary': 'Portsmouth 21 Jun 1803 - captured north of Madeira 1 Jul, recovered'};{'time': ['1804', '1805'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/302C Journal 12 Feb 1805-4 Jun 1807', 'L/MAR/B/302E(1) Ledger', 'L/MAR/B/302E(2) Pay Book'], 'captain': 'James Moring', 'itinerary': 'Cork 31 Aug 1805 - 29 Sep Madeira -12 Nov San Salvador - 6 Jan 1806 Cape - 22 Apr Madras - 5 Jun Masulipatam -17 Jun Calcutta -18 Aug Culpee - 24 Sep Saugor -10 Oct Madras -18 Oct Trincomalee - 30 Dec Cape - 23 Jan 1807 St Helena -15 Apr Blackwall'};nan;nan;nan;nan;nan;nan
s285;COMFORT;['Purchased at Ipswich for Â£1000, former name Consolation, 170/250 tons', 'Master Richard Hopkins/Walter Clark'];{'time': ['1632', '1633'], 'destination': 'Bantam, to remain', 'reference': [], 'captain': [], 'itinerary': 'Downs Jan 1633 - Bantam - Sumatra - Nov 1634 Bantam - at Masulipatam Sep 1638 - captured and burnt in Malabars'};nan;nan;nan;nan;nan;nan;nan;nan
s286;COMMODORE HAYES;['Saugor 6 Nov 1819 -15 Feb 1820 Cape -15 Apr Blackwall'];{'time': '1819', 'destination': 'From Bengal', 'reference': ['L/MAR/B/161A Deck Log 19 Aug 1819-8 May 1820 '], 'captain': 'J M Ardlie'};{'time': ['1824', '1825'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/161B Deck Log 8 Apr 1825-16 Jan 1826'], 'captain': 'Lewis William Moncrief', 'itinerary': 'Falmouth 6 Jun 1825 - 10 Oct Madras - 4 Dec Rangoon - 2 Jan 1826 Calcutta'};nan;nan;nan;nan;nan;nan;nan
s287;COMPTON;['Rated at 440/480 tons, 88/90 crew, 30 guns'];{'time': ['1722', '1723'], 'destination': 'Bombay', 'reference': ['L/MAR/B/666A Journal 11 Dec 1722-9 Apr 1726', 'L/MAR/B/666D(1) Ledger', 'L/MAR/B/666D(2) Pay Book'], 'captain': 'William Mawson', 'itinerary': 'Downs 1 Apr 1723 - 23 Aug Bombay - 17 Oct Karwar - 26 Oct Tellicherry - 3 Nov Cochin -13 Nov Anjengo - 5 Dec Cochin -10 Dec Calicut -12 Dec Tellicherry -16 Jan 1724 Bombay -15 Feb Surat - 4 Apr Bombay -18 Jun Bandar Abbas -12 Aug Basra - 28 Nov Bandar Abbas - 7 Jan 1725 Surat - 10 Feb Bombay - 23 Mar Goa - 8 Apr Tellicherry -10 May Madras -11 Nov Cape - 26 Dec St Helena -19 Jan 1726 Ascension - 9 Apr Woolwich'};{'time': ['1727', '1728'], 'destination': 'Bengal', 'reference': ['L/MAR/B/666B Journal 13 Feb 1728-6 Aug 1730', 'L/MAR/B/666E(1) Ledger', 'L/MAR/B/666E(2) Pay Book'], 'captain': 'John Misenor', 'itinerary': 'Downs 26 Feb 1728 - 27 Mar Sao Tiago - 5 Aug Madras - 22 Sep Calcutta - 8 Feb 1729 Cochin - 12 Mar Socotra - 25 Mar Mokha -18 Apr Jiddah - 25 Jul Mokha - 28 Aug Madras -15 Sep Balasore - 1 Oct Calcutta - 7 Jan 1730 Madras -13 May St Helena - 6 Aug Woolwich'};{'time': ['1731', '1732'], 'destination': 'China', 'reference': ['L/MAR/B/666C Journal 6 Dec 1731-14 Jun 1734, Robert Holmes, Chief Mate', 'L/MAR/B/666F(1) Ledger', 'L/MAR/B/666F(2) Pay Book'], 'captain': 'John Misenor', 'itinerary': 'Downs 21 Dec 1731-4 Jan 1732 Madeira - 5 Mar Cape -15 May Batavia - 2 Jul Whampoa -16 Nov Malacca -17 Feb 1733 Bombay - 2 Mar Surat - 27 Mar Bombay - 27 Apr Anjengo - 7 May Madras - 21 Jun Malacca - 22 Jul Whampoa 7 Dec -18 Mar 1734 St Helena -14 Jun Deptford'};{'time': ['1735', '1736'], 'destination': 'Bengal and Benkulen', 'reference': ['L/MAR/B/666G(1) Imprest Book', 'L/MAR/B/666G(2) Receipt Book'], 'captain': 'Robert Holmes', 'itinerary': '6 Feb 1736 - burnt at Benkulen 12 Jan 1737'};nan;nan;nan;nan;nan
s288;CONCORD (1);['213 tons'];{'time': ['1613', '1614'], 'destination': 'Bantam', 'reference': [], 'captain': 'Giles Hawkins, Master Richard Petty', 'itinerary': 'Downs 9 Jan 1614-9 May Cape 3 Jun - 8 Sep Bantam - 27 Jan 1615 sent for Macasser, Amboina and Bandas - back at Bantam 14 Aug -15 Sep Batavia - sent for Celebes and Bandas 20 Jan 1616 - withdrew in face of Dutch opposition - scuttled at Batavia 1616'};nan;nan;nan;nan;nan;nan;nan;nan
s289;CONCORD (2);['300 tons, 60 crew, 24 tons '];{'time': ['1659', '1660'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/A/LXVin Journal 25 Feb 1660-19 Feb 1663, Ralph Hodgkins, Chief Mate '], 'captain': 'Roger Kilvert', 'itinerary': 'Gravesend 25 Feb 1660 - 26 Jun Johanna - Madras - 21 Dec 1661 Balasore - 3 Jan 1662 Masulipatam - 24 Jan Madras -12 Jun St Laurence - 2 Jul Madagascar - 28 Oct St Helena - Feb 1663 Downs'};nan;nan;nan;nan;nan;nan;nan;nan
s290;CONSENT;['Pinnace, 115 tons, sold in 1609'];{'time': ['1606', '1607'], 'destination': 'Bantam', 'reference': [], 'captain': 'David Middleton, Master Edmund Bonham', 'itinerary': 'Downs 1 Apr 1607 - Plymouth 12 Apr -14 Nov Bantam - Jan 1608 Moluccas - Buton - 22 May Bantam 15 Jul - Jan 1609 Dartmouth'};nan;nan;nan;nan;nan;nan;nan;nan
s291;CONSTANTINOPLE MERCHANT;['300 tons, 40 crew', 'Feb 1663 -'];{'time': ['1658', '1659'], 'destination': 'Surat', 'reference': [], 'captain': [], 'itinerary': '- 6 Aug 1660 Downs'};{'time': ['1660', '1661'], 'destination': 'Mauritius and Surat', 'reference': [], 'captain': 'Robert Browne'};{'time': ['1662', '1663'], 'destination': 'St Helena and Bantam', 'reference': [], 'captain': []};{'time': ['1664', '1665'], 'destination': 'Bantam', 'reference': [], 'captain': 'George Browne', 'itinerary': 'Sep 1664 - 14 Aug 1665 Downs'};{'time': ['1665', '1666'], 'destination': 'Madras', 'reference': [], 'captain': 'Samuel Ward'};{'time': ['1667', '1668'], 'destination': 'Surat', 'reference': [], 'captain': 'Samuel Ward', 'itinerary': '- 28 May 1669 Downs'};{'time': ['1669', '1670'], 'destination': 'Bantam', 'reference': [], 'captain': 'Nathaniel Horseman', 'itinerary': 'Mar 1670 - 12 Jun 1671 Downs'};nan;nan
s292;CONTRACTOR;"[""Built by Batson, launched 1779, 3 decks, 4in bottom, length 137ft 6in, keel 109ft 8in, breadth 36ft 6in, hold 15ft Vain, wing transom 23ft 6in, port cell 27ft '/4in, between decks 6ft 4in, 777 tons Principal"", 'Managing Owners; 1-3 John Durand, 4-6 John Hodson Durand, 7 Robert Wigram']";"{'time': ['1779', '1780'], 'destination': 'Madras, Bombay and China', 'reference': ['L/MAR/B/319A Journal 11 Oct 1779-21 Dec 1782', 'L/MAR/B/319-I(1) Ledger', 'L/MAR/B/319-I(2) Pay Book', 'L/MAR/B/319-I(3) Imprest Book', 'L/MAK/B/319-I(4) Absence Book'], 'captain': 'James Baldwin', 'itinerary': ""Torbay 3 Apr 1780 - 6 Jun Trinidade - 3 Sep Madras - 5 Oct 'Tumala Punta' -14 Oct Madras - 27 Nov Tellicherry 2 Mar 1781 -16 Mar Goa - 7 Apr Bombay - 9 Aug Madras - 30 Sep Whampoa 31 Jan 1782 - 14 Jul St Helena - 24 Oct Downs""}";{'time': ['1783', '1784'], 'destination': 'Madras and China', 'reference': ['L/MAR/B/319B Journal 12 Oct 1783-14 Oct 1785', 'L/MAR/B/319J(1) Ledger', 'L/MAR/B/319J(2) Pay Book'], 'captain': 'William Mackintosh', 'itinerary': 'Downs 19 Jan 1784 - 19 Jun Madras - 3 Oct Whampoa - 25 Jan 1785 Second Bar - 5 Jun St Helena - 1 Sep Downs'};{'time': ['1785', '1786'], 'destination': 'China', 'reference': ['L/MAR/B/319C Journal 12 Jan 1786-25 Jul 1787', 'L/MAR/B/319K(1) Ledger', 'L/MAR/B/319K(2) Pay Book'], 'captain': 'William Mackintosh', 'itinerary': 'Downs 26 Mar 1786 - 17 Aug Whampoa -22 Dec Second Bar - 25 Mar 1787 St Helena - 20 Jun Long Reach'};{'time': ['1787', '1788'], 'destination': 'Madras and China', 'reference': ['L/MAR/B/319D Journal 26 Nov 1786-26 Dec 1789', 'L/MAR/B/319L(1) Ledger', 'L/MAR/B/319L(2) Pay Book'], 'captain': 'John Bartlett', 'itinerary': 'Downs 9 Mar 1788 - 25 Aug Madras -18 Nov Batavia - 8 Feb 1789 Whampoa - 9 Mar Second Bar - 19 Aug St Helena -19 Dec Long Reach'};"{'time': ['1791', '1792'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/319E Journal 17 Jan 1792-10 Jul 1793', 'L/MAR/B/319F Deck Log 17 Jan 1792-10 Aug 1793', 'L/MAR/B/319M(1) Ledger', 'L/MAR/B/319M(2) Pay Book'], 'captain': 'John Bartlett', 'itinerary': ""Downs 6 Apr 1792 - 5 Aug Madras - 31 Aug Diamond Harbour - 20 Dec Cox's Island -15 Jan 1793 Madras -13 Apr St Helena - 6 Jul Long Reach""}";{'time': ['1793', '1794'], 'destination': 'Bengal', 'reference': ['L/MAR/B/319G Journal 1 Feb 1794-25 Sep 1795', 'L/MAR/B/319N(1) Ledger', 'L/MAR/B/319N(2) Pay Book'], 'captain': 'John Bartlett', 'itinerary': 'Portsmouth 2 May 1794 - 4 Jul Rio de Janeiro -15 Sep Diamond Harbour - 28 Nov Saugor 10 Jan 1795 - 18 Mar St Helena 16 May - 25 Jul Long Reach'};{'time': ['1797', '1798'], 'destination': 'China and Bengal', 'reference': ['L/MAR/B/319H Journal 13 Feb 1798-27 Jun 1800'], 'captain': 'Henry Hughes', 'itinerary': 'Portsmouth 29 Apr 1798 - 6 Jul Rio de Janeiro - 7 Dec Whampoa - 8 Jan 1799 Second Bar - 30 Jan Malacca -11 Feb Quedah -13 Mar Calcutta - 28 Sep Saugor - 26 Jan 1800 St Helena - 2 Jun Long Reach'};nan;nan
s293;CONVERTINE;[];{'time': ['1661', '1662'], 'destination': 'Bombay and Surat', 'reference': [], 'captain': 'William Hargrave'};nan;nan;nan;nan;nan;nan;nan;nan
s294;CORNWALL;['Extra ship, built in Bengal 1811, 3 decks, 4in bottom, length 139ft, keel 110ft 83/4in, breadth 36fl lOin, hold 13ft lOin, wing transom 24ft lOin, port cell 31ft, waist 1ft 3in, between decks 6ft & 6ft 5in, ports 12 upper, 12 guns, 75 crew, 798 tons Principal Managing Owner: George Palmer'];{'time': '1812', 'destination': 'From Bengal', 'reference': ['L/MAR/B/90A Journal 4 Mar-15 Dec 1812'], 'captain': 'George Henderson', 'itinerary': 'Calcutta 12 May 1812-28 Jun Mauritius - 23 Aug St Helena - 26 Oct Long Reach'};{'time': ['1815', '1816'], 'destination': 'St Helena and China', 'reference': ['L/MAR/B/90B Journal 22 Nov 1815-2 Apr 1817', 'L/MAR/B/90E(1) Ledger', 'L/MAR/B/90E(2) Pay Book'], 'captain': 'Jeremiah R J Toussaint', 'itinerary': 'Downs 23 Jan 1816-9 Apr St Helena - 8 Jul Benkulen - 20 Aug Whampoa - 8 Nov Second Bar - 18 Jan 1817 St Helena -13 Mar Long Reach'};{'time': ['1818', '1819'], 'destination': 'China', 'reference': ['L/MAR/B/90C Journal 24 Feb 1819-18 Apr 1820', 'L/MAR/B/90F(1) Ledger', 'L/MAR/B/90F(2) Pay Book'], 'captain': 'John Peter Wilson', 'itinerary': 'Portsmouth 22 Apr 1819-4 Sep Whampoa - 22 Nov Second Bar - 6 Feb 1820 St Helena - 8 Apr Gravesend'};{'time': ['1825', '1826'], 'destination': 'Bengal', 'reference': ['L/MAR/B/90D Deck Log 20 Jun-31 Dec 1826'], 'captain': 'William Younghusband', 'itinerary': 'Torbay 25 Jul 1826 - 20 Nov Diamond Harbour - voyage ended 1 Jul 1827'};nan;nan;nan;nan;nan
s295;CORNWALLIS;['Built at Daman 1790, 653 tons', 'Principal Managing Owner: Nasserwanjee Monackjee', 'Bombay 17 Jun 1810-3 Sep St Helena -16 Nov Long Reach'];{'time': '1810', 'destination': 'From Bombay', 'reference': ['L/MAR/B/270B Journal 18 May-19 Nov 1810, anon'], 'captain': []};{'time': '1817', 'destination': 'From Bengal', 'reference': ['L/MAR/B/270C Journal 25 Mar 1817-9 Mar 1818 '], 'captain': 'Thomas Brown', 'itinerary': 'Calcutta 25 Mar 1817-10 May Diamond Harbour -10 Jul Madras - 27 Oct Cape -17 Jan 1818 Spithead'};nan;nan;nan;nan;nan;nan;nan
s296;COROMANDEL (1);[];"{'time': ['1801', '1802'], 'destination': 'New South Wales and China', 'reference': ['L/MAR/B/206A Journal 3 Nov 1801-4 Jul 1803 '], 'captain': 'Alexander Stirling', 'itinerary': ""Portsmouth 8 Feb 1802 - 13 Jun Sydney Cove -17 Sep Whampoa -12 Oct 'Capshee Bay' - 21 Nov Whampoa - 5 Jan 1803 Lintin -17 Apr St Helena -14 Jun Long Reach""}";nan;nan;nan;nan;nan;nan;nan;nan
s297;COROMANDEL (2);['Chartered ship, 645 tons', 'Principal Managing Owner: Joseph Hare'];{'time': ['1819', '1820'], 'destination': 'Madras', 'reference': ['L/MAR/B/206B Deck Log 2 Mar 1820-3 Mar 1821 '], 'captain': 'William Hunter', 'itinerary': 'Downs 24 Apr 1820 - 5 May Madeira - 3 Aug Madras 14 Oct - 7 Dec Cape - 6 Mar 1821 Gravesend'};{'time': ['1827', '1828'], 'destination': 'Bengal', 'reference': ['L/MAR/B/206C Deck Log 2 Jun 1828-3 Feb 1829'], 'captain': 'Thomas Boyes', 'itinerary': 'Portsmouth 12 Jul 1826 - 19 Nov Colombo - 24 Jan 1829 Calcutta'};nan;nan;nan;nan;nan;nan;nan
s298;CORONATION;['400 tons'];{'time': ['1661', '1662'], 'destination': 'Guinea, Madras and Bengal', 'reference': [], 'captain': 'Roger Milner', 'itinerary': 'Downs Nov 1661 - 26 Jan 1662 Guinea - Jul Madras - Bengal - 28 Jan 1653 Madras 2 Feb -'};{'time': ['1663', '1664'], 'destination': 'Madras and Bengal', 'reference': [], 'captain': 'Roger Milner', 'itinerary': '- 22 Aug 1665 Downs'};nan;nan;nan;nan;nan;nan;nan
s299;COUNTESS OF HARCOURT;['Chartered ship, 517 tons', 'Principal Managing Owner: George Frederick Young'];{'time': ['1824', '1825'], 'destination': 'China and Nova Scotia', 'reference': ['L/MAR/B/146A Deck Log 6 Jun 1825-13 Jun 1826 '], 'captain': 'Thomas Delafone', 'itinerary': 'Downs 25 Jun 1825 - 6 Dec Whampoa - 24 Jan 1826 Second Bar -14 Apr St Helena - 29 May Halifax -13 Aug moorings'};nan;nan;nan;nan;nan;nan;nan;nan
s300;COUNTESS OF SUTHERLAND;['Built in India, 3 decks, 5in bottom, length 162fl 6in, keel 127ft 93/4in, breadth 46ft lin, wing transom 28ft 2in, between decks 6ft 7in & 6ft llin, roundhouse 6ft 61/2in, ports 14 middle & 13 upper, deck range 96ft Sin, 1443 tons'];{'time': '1801', 'destination': 'From Bengal', 'reference': ['L/MAR/B/401A Journal 1 Jan 1801-26 Jan 1802', 'L/MAR/B/401B Journal 1 Jan 1801-15 Feb 1802, anon', 'L/MAR/A/LXm Journal 6 Apr 1637-4 Feb 1638, anon '], 'captain': 'in John Weddell', 'itinerary': 'Downs 14 Apr 1636 -30 Apr Catherine and Planter lost company - Planter rejoined - 4 Jun Discovery sent back to England, Anne sent for India alone - 27 Aug Johanna - Goa, joined there by Catherine and Anne, left 17 Jan 1637 - 6 Apr Planter sent back to England - 21 Apr Acheh - 27 Jun Macao - 8 Aug Anunghol - captured Chinese fort - 30 Aug Tiger Island 26 Sep -19 Sep fought Chinese junks - 27 Sep Macao, Anne sold there, Catherine left 20 Dec, Dragon and Sun 29 Dec - 16 Jan 1638 Malacca - 3 Feb Acheh - Sep Cape - St Helena - Dec Downs'};nan;nan;nan;nan;nan;nan;nan;nan
s301;COURTEEN ASSOCIATION FLEET 1636;['Dragon, Sun, Catherine, Planter pinnaces: Anne, Discovery', 'See The travels of Peter Mundy in Europe and Asia 1608-1667, ed Richard Camac Temple, Vol 3 Pt 1, Hakluyt Soc 2nd ser 45 (London 1919)'];nan;nan;nan;nan;nan;nan;nan;nan;nan
s302;COUTTS;['Built by Randall, launched 1796, 3 decks, 5in bottom, length 176ft llin, keel 144ft 2l/2in, breadth 43ft 6in, hold 17ft 6in, wing transom 26ft 6in, port cell 29ft S^in, waist 3ft 9in, between decks 6ft 7in, roundhouse 6ft 7in, ports 15 middle & 14 upper, deck range 102ft 2in, 1451 tons Principal Managing Owners: 1-6 Sir Robert Preston, 7-8 Francis P Martin', '* 4 Aug 1800 fleet engaged Concorde and Frangaise, latter captured by Coutts'];{'time': ['1796', '1797'], 'destination': 'China', 'reference': ['L/MAR/B/171A Journal 28 Feb 1797-6 Aug 1798', 'L/MAR/B/171-I(1) Ledger', 'L/MAR/B/171-I(2) Pay Book'], 'captain': 'Robert Torlin', 'itinerary': 'Portsmouth 5 Jun 1797 - 17 Dec Whampoa -14 Feb 1798 Second Bar - 5 Aug St Helena - 22 Oct Gravesend'};{'time': ['1799', '1800'], 'destination': 'China', 'reference': ['L/MAR/B/171B Journal 8 Mar 1800-16 Feb 1802', 'L/MAR/B/171J(1) Ledger', 'L/MAR/B/171 J(2) Pay Book'], 'captain': 'Robert Torin', 'itinerary': 'Torbay 27 May 1800 -12 Aug Rio de Janeiro - 22 Sep Santa Cruz - 22 Feb 1801 Whampoa - 29 Mar Second Bar - 21 Sep St Helena - 8 Dec Gravesend'};{'time': ['1802', '1803'], 'destination': 'China', 'reference': ['L/MAR/B/171C Journal 7 Feb 1803-26 Sep 1804', 'L/MAR/B/171 K(l) Ledger', 'L/MAR/B/171K(2) Pay Book'], 'captain': 'Robert Torin', 'itinerary': 'Downs 6 May 1803 - 1 Oct Whampoa -11 Jan 1804 Second Bar -18 Feb Malacca -1 Mar Penang - 9 Jun St Helena -15 Aug Long Reach'};{'time': ['1804', '1805'], 'destination': 'Madras and China', 'reference': ['L/MAR/B/171D Journal 18 Jan 1805-3 Nov 1806 ', 'L/MAR/B/171L(1) Ledger', 'L/MAR/B/171 L(2) Pay Book'], 'captain': 'James Hay', 'itinerary': '15 Feb 1806 Second Bar -18 Mar Malacca - 28 Mar Penang - 2 Jul St Helena - 6 Sep Long Reach'};{'time': ['1806', '1807'], 'destination': 'China', 'reference': ['L/MAR/B/171E Journal 29 Jan 1807-2 Nov 1808', 'L/MAR/B/171M(1) Ledger', 'L/MAR/B/171M(2) Pay Book'], 'captain': 'James Hay', 'itinerary': 'Portsmouth 18 Apr 1807 - 14 Sep Penang - 22 Oct Malacca - 28 Dec Whampoa -11 Feb 1808 Second Bar - 4 Apr Penang -10 Jul St Helena -14 Sep Long Reach'};{'time': ['1808', '1809'], 'destination': 'China', 'reference': ['L/MAR/B/171F Journal 16 Jan 1809-13 Nov 1810 ', 'L/MAR/B/171N(1) Ledger', 'L/MAR/B/171 N(2) Pay Book'], 'captain': 'John Boyce', 'itinerary': 'Portsmouth 5 Apr 1809 - 22 Jul Penang - 27 Aug Malacca - 6 Nov Whampoa - 22 Dec Second Bar - left China 4 Mar 1810-22 May St Helena - 2 Aug Long Reach'};{'time': ['1811', '1812'], 'destination': 'Bombay and China', 'reference': ['L/MAR/B/171G Journal 23 Oct 1811-20 Aug 1813', 'L/MAR/B/171-0(1) Ledger', 'L/MAR/B/171-0(2) Pay Book'], 'captain': 'John Boyce', 'itinerary': 'Torbay 4 Jan 1812 - 8 May Bombay -13 Jul Penang - 25 Jul Malacca -12 Sep Whampoa - 5 Dec Second Bar - 28 Mar 1813 St Helena - 8 Jun Long Reach'};{'time': ['1813', '1814'], 'destination': 'China', 'reference': ['L/MAR/B/171H Journal 27 Dec 1813-23 Oct 1815', 'L/MAR/B/171P(1) Ledger', 'L/MAR/B/171P(2) Pay Book'], 'captain': 'John Boyce', 'itinerary': 'Portsmouth 9 Apr 1814 -15 Aug Penang -15 Sep Malacca - 22 Oct Lintin -10 Dec Whampoa - 22 Jan 1815 Second Bar -12 May St Helena - 24 Aug Long Reach'};nan
s303;COVERDALE;['Extra ship, measured 1798, 3 decks, 4in bottom, length 120fl lO^in, keel 96ft 3in, breadth 33fl l/4in, wing transom 19ft, waist 1ft, between decks 5ft 9in & 6ft 9in, ports 7 upper, 561 tons'];{'time': ['1795', '1796'], 'destination': 'Bengal', 'reference': ['L/MAR/B/347A Journal 25 Mar 1796-8 Mar 1798 '], 'captain': 'Benjamin Gowland', 'itinerary': 'Portsmouth 25 May 1796 - 15 Jun Gibraltar - 8 Jul Tenerife -19 Sep Cape -11 Feb 1797 Calcutta - 14 Sep Cape - 21 Oct St Helena - 4 Feb 1798 Long Reach'};{'time': ['1798', '1799'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/347B Journal 25 Jun 1798-27 Jun 1800 '], 'captain': 'Benjamin Gowland', 'itinerary': 'Portsmouth 27 Sep 1798 - 14 Jan 1799 Cape - 9 May Madras - 23 Jul Calcutta - 23 Oct Saugor - 26 Jan 1800 St Helena - 9 Jun Long Reach'};nan;nan;nan;nan;nan;nan;nan
s304;CRAGGS;['Frigate, 26/28 guns, 76/76 crew, 370/385 tons'];{'time': ['1718', '1719'], 'destination': 'St Helena and Benkulen', 'reference': ['L/MAR/B/681A Journal 21 Mar-14 Oct 1719', 'L/MAR/B/681D(1) Ledger', 'L/MAR/B/681D(2) Pay Book'], 'captain': 'John Wynne', 'itinerary': 'Portsmouth 19 Mar 1719-13 Jun St Helena -14 Oct Batavia - Benkulen - voyage ended 11 Jul 1721'};{'time': ['1722', '1723'], 'destination': 'Mokha', 'reference': ['L/MAR/B/681E(1) Ledger', 'L/MAR/B/681E(2) Pay Book'], 'captain': 'Caleb Grantham', 'itinerary': 'Falmouth 2 Jan 1723 - 26 May 1724'};{'time': ['1725', '1726'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/681B Journal 3 Oct 1725-5 Sep 1727', 'L/MAR/B/681F(1) Ledger', 'L/MAR/B/681F(2) Pay Book'], 'captain': 'Caleb Grantham', 'itinerary': 'Downs 11 Jan 1726 - 15 Apr Cape - 26 Jun Madras - 8 Aug Rogues River - 24 Jan 1727 Balasore - 2 Jun St Helena - Sep Downs'};"{'time': ['1729', '1730'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/681C Journal 28 Dec 1729-23 Jul 1731', 'L/MAR/B/681 G(l) Ledger', 'L/MAR/B/681G(2) Pay Book'], 'captain': 'Crispe and partners for Â£2700, 80 crew, 500 tons; sold to Robert Jones 3 Jun 1647 for Â£305', 'itinerary': 'Downs 10 Feb 1730 - 27 Jun Madras - 31 Jul Rogues River - 21 Dec Vizagapatam - 4 Jan 1730 Madras -11 Apr St Helena -14 Jul Downs'}";nan;nan;nan;nan;nan
s305;CRISPIANA;['Purchased 1634 from ', 'Master Thomas Lee/William Broadbent', 'Master Thomas Stevens', 'Master Thomas Stevens', 'Master William Bayley'];"{'time': ['1634', '1635'], 'destination': 'Coromandel and Bantam', 'reference': [], 'captain': [], 'itinerary': ""Downs - 4 Nov 1635 Cape - 2 Jan 1636 St Augustine's Bay - 20 Feb Johanna - 30 May Masulipatam - 22 Jan 1637 Bantam 4 Dec - Downs""}";{'time': ['1639', '1640'], 'destination': 'Surat', 'reference': [], 'captain': [], 'itinerary': 'Downs - 7 Oct 1640 Surat - 7 Jun 1641 Downs'};{'time': ['1641', '1642'], 'destination': 'Surat', 'reference': [], 'captain': [], 'itinerary': 'Downs 6 Apr 1642 - 16 Aug Johanna - 21 Sep Surat 19 Jan 1643 - 31 Mar Cape - 26 Apr St Helena - 19 Jul Downs'};{'time': ['1643', '1644'], 'destination': 'Surat', 'reference': [], 'captain': [], 'itinerary': 'Downs 6 Apr 1644 - 9 Aug Johanna - Surat Dec - 6 Apr 1645 St Helena - Downs'};nan;nan;nan;nan;nan
