name;info;voyage_1;voyage_2;voyage_3;voyage_4;voyage_5;voyage_6;voyage_7;voyage_8;voyage_9
MARLBOROUGH (4);['Rated at 490 tons, 98 crew, 32 guns'];{'time': ['1731', '1732'], 'destination': 'Bombay', 'reference': ['L/MAR/B/602C Journal 11 Jan 1732-2 Aug 1733', 'L/MAR/B/602L(1) Ledger', 'L/MAR/B/602L(2) Pay Book'], 'captain': 'Thomas Hunt', 'itinerary': 'Downs 11 Mar 1732 - 17 Apr Sao Tiago - 5 Aug Johanna -11 Sep Bombay -31 Oct Tellicheny - 16 Nov Anjengo - 8 Dec Tellicheny - 29 Dec Bombay -16 Feb 1733 Calicut - 25 May St Helena - 5 Aug Downs'};{'time': ['1734', '1735'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/602D Journal 1 Jan 1735-1 Oct 1736', 'L/MAR/B/602M(1) Ledger', 'L/MAR/B/602M(2) Pay Book'], 'captain': 'Thomas Hunt', 'itinerary': 'Downs 12 Feb 1735 - 11 Jul Madras - 5 Aug Rogues River - 7 Feb 1736 Ingeli - 23 Jun St Helena - 24 Sep Downs'};{'time': ['1737', '1738'], 'destination': 'Benkulen', 'reference': ['L/MAR/B/602E Journal 26 Mar 1738-7 Oct 1740', 'L/MAR/B/602N(1) Ledger', 'L/MAM/B/602N(2) Pay Book'], 'captain': 'Thomas Smith', 'itinerary': 'Downs 27 Apr 1738 - 6 Dec Benkulen -13 Mar 1739 Borneo - 8 Nov Batavia - 7 Dec Benkulen - 26 Apr 1740 St Helena -16 Sep Downs'};{'time': ['1741', '1742'], 'destination': 'Madras', 'reference': ['L/MAR/B/602F Journal 12 Nov 1741-8 Sep 1743, John Maryatt, Chief Mate ', 'L/MAR/B/602-O(l) Ledger', 'L/MAR/B/602-O(2) Pay Book'], 'captain': 'Thomas Smith', 'itinerary': 'Portsmouth 21 Feb 1742 - 6 Jun Johanna -18 Jul Madras - 26 Aug Balasore - 9 Sep Hugli - 4 Feb 1743 Ingeli - 6 May St Helena - 6 Aug Downs'};;;;;
MARLBOROUGH (5);"['Rated at 498 tons, 99 crew, 28 guns', ""* 4-9 Feb 1757 witness account of Clive's attack on the Nawab's forces""]";{'time': ['1745', '1746'], 'destination': 'Bengal', 'reference': ['L/MAR/B/602G Journal 31 Jan 1746-5 May 1748', 'L/MAM/B/602P(1) Ledger', 'L/MAM/B/602P(2) Pay Book'], 'captain': 'Thomas Smith', 'itinerary': 'Portsmouth 9 Apr 1746 - 26 Sep Rogues River - left Bengal 5 Mar 1747 - 17 Nov Luanda - 12 Feb 1748 Lisbon - 4 Apr Downs'};"{'time': ['1748', '1749'], 'destination': 'St Helena and Benkulen', 'reference': ['L/MAM/B/602H Journal 26 Dec 1748-2 Apr 1751', 'L/MAR/B/602Q(1) Ledger', 'L/MAM/B/602Q(2) Pay Book'], 'captain': 'William Parks', 'itinerary': ""Plymouth 13 Mar 1749 - 9 Jun St Helena - 22 Sep Benkulen -14 Oct Moco Moco - 29 Oct Ipoh - 5 Dec Benkulen - 24 Feb 1750 Batavia - 27 Jun St Augustine's Bay -12 Oct St Helena - 20 Feb 1751 Downs""}";{'time': ['1752', '1753'], 'destination': 'Madras and China', 'reference': ['L/MAR/B/602-I Journal 9 Oct 1752-25 Jul 1754', 'L/MAR/B/602R(1) Ledger', 'L/MAR/B/602R(2) Pay Book'], 'captain': 'William Parks', 'itinerary': 'Downs 27 Dec 1752 - 24 Mar 1753 Cape - 9 Jun Madras - 5 Aug Malacca - 26 Sep Whampoa - 24 Nov Second Bar - 12 Mar 1754 St Helena - 1 Jun Downs'};{'time': ['1755', '1756'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/602J Journal 22 Oct 1755-28 Mar 1759, John Nalton, Second Mate', 'L/MAR/B/602S (1) Ledger', 'L/MAR/B/602S(2) Pay Book'], 'captain': 'Alexander MacLeod', 'itinerary': 'Portsmouth 30 Jan 1756 - 2 Mar Madeira - 2 Jul Johanna -10 Aug Madras - 19 Jan 1757 Calcutta - 8 Apr Ingeli - 27 Apr Madras - 25 Jun Vizagapatam - 4 Nov Calcutta - 11 Apr 1758 St Helena - 26 Oct Kinsale - 9 Feb 1759 Downs'};;;;;
MARQUIS CAMDEN;['Built by Pitcher, launched 1812, 3 decks, 4in bottom, length 165ft Sin, keel 133ft 11 in, breadth 42ft lin, hold 17ft lin, wing transom 26ft, port cell 29ft 2!4in, waist 1ft 4in, between decks 6ft 5in & 6ft 4in, roundhouse 6ft 41/4in, ports 14 middle & 13 upper, deck range 94ft, 1261 tons Principal Managing Owners: 1-3 John Pascal Larkins, 4-6 Henry Morse Samson, 7 Thomas Larkins, 8-9 William C Drysdale, 10 Thomas Larkins'];{'time': '', 'destination': '1831/2 St Helena, Bombay and China', 'reference': ['L/MAR/B/58-I Journal 26 Dec 1831 -5 Jul 183 3', 'L/MAR/B/58S(1) Ledger', 'L/MAR/B/58S(2) Pay Book'], 'captain': 'Thomas Larkins', 'itinerary': '23 Oct Whampoa - 6 Jan 1833 Second Bar - 8 Apr St Helena - 30 May Downs'};{'time': '', 'destination': 'Oct Whampoa -19 Jan 1831 Second Bar -11 Apr St Helena -10 Jun Downs', 'reference': [], 'captain': []};{'time': ['1816', '1817'], 'destination': 'Bombay and China', 'reference': ['L/MAM/B/58L(1) Ledger', 'L/MAR/B/58L(2) Pay Book'], 'captain': 'Thomas Larkins'};{'time': ['1818', '1819'], 'destination': 'Bombay and China', 'reference': ['L/MAR/B/58C Journal 13 Nov 1818-30 Jun 1820', 'L/MAR/B/58M(1) Ledger', 'L/MAM/B/58M(2) Pay Book'], 'captain': 'Thomas Larkins', 'itinerary': 'Torbay 29 Jan 1819 - 29 May Bombay - 9 Aug Penang - 27 Aug Malacca - 21 Sep Whampoa - 28 Dec Second Bar - 29 Mar 1820 St Helena -15 May Downs'};{'time': ['1820', '1821'], 'destination': 'Bombay and China', 'reference': ['L/MAR/B/58D Journal 6 Nov 1820-22 May 1822', 'L/MAR/B/58N (1) Ledger', 'L/MAR/B/58N(2) Pay Book'], 'captain': 'Thomas Larkins', 'itinerary': 'Portsmouth 23 Jan 1821 -21 May Bombay - 14 Aug Penang - 6 Sep Singapore - 4 Oct Whampoa - 15 Jan 1822 Second Bar - 3 Apr Singapore - 15 Apr Penang -1 Aug Singapore -1 Sep Whampoa - 27 Nov Second Bar - 15 Feb 1823 St Helena -17 Apr Downs'};{'time': ['1823', '1824'], 'destination': 'Bombay and China', 'reference': ['L/MAR/B/58E Journal 31 Dec 1823-15 Jun 1825', 'L/MAK/B/58-0(l) Ledger', 'L/MAM/B/58-0(2) Pay Book'], 'captain': 'Thomas Larkins', 'itinerary': 'Cowes 23 Mar 1824 - 23 Jun Bombay -1 Sep Singapore - 24 Sep Whampoa - 22 Dec Second Bar - 12 Mar 1825 St Helena -10 May Downs'};{'time': ['1825', '1826'], 'destination': 'St Helena and China', 'reference': ['L/MAM/B/58F Journal 9 Feb 1826-8 Jun 1827', 'L/MAR/B/58P(1) Ledger', 'L/MAR/B/58P(2) Pay Book'], 'captain': 'Gilson Reeve Fox', 'itinerary': 'Downs 19 Mar 1826 - 16 Mar St Helena - 29 Jul Penang -1 Sep Malacca - 4 Sep Singapore - 13 Oct Whampoa - 16 Dec Second Bar - 18 Mar 1827 St Helena - 11 May Downs'};{'time': ['1827', '1828'], 'destination': 'St Helena, Bombay and China', 'reference': ['L/MAR/B/58G Journal 1 Jan 1828-8 Aug 1829', 'L/MAR/B/58Q(1) Ledger', 'L/MAM/B/58Q(2) Pay Book'], 'captain': 'Thomas Larkins', 'itinerary': 'Portsmouth 27 Feb 1828 - 29 Apr St Helena -14 Jul Bombay -15 Sep Singapore - 21 Oct Whampoa - 1 Feb 1829 Second Bar - 20 May St Helena - 7 Jul Downs'};{'time': ['1829', '1830'], 'destination': 'St Helena and China', 'reference': ['L/MAR/B/58H Journal 4 Jan 1830-14 Jul 1831', 'L/MAR/B/58R(1) Ledger', 'L/MAR/B/58R(2) Pay Book'], 'captain': 'Thomas Larkins', 'itinerary': 'Downs 3 Mar 1830 - 12 May St Helena - 20 Aug Penang - 19 Sep Malacca - 23 Sep Singapore -'}
MARQUIS CORNWALLIS (1);['Extra ship, built by Perry, measured 1794, 3 decks, length 121ft, keel 95ft Sin, breadth 33f5 11 Ain, hold 17ft, wing transom 20ft 6in, between decks 6ft 4V2in, roundhouse 6ft 5in, ports 5 middle & 10 upper, 586 tons', '* The ship had carried troops and convicts to New South Wales, arriving Port Jackson 11 Feb 1796'];{'time': '1796', 'destination': 'From Bengal', 'reference': ['L/MAR/B/336A Journal 29 Oct 1796-24 Aug 1797'], 'captain': 'John Roberts', 'itinerary': 'Calcutta 9 Dec 1796 - 8 Jan 1797 Saugor - 27 Jan Madras -12 Apr Cape -17 May St Helena - 25 Jul Downs'};;;;;;;;
MARQUIS CORNWALLIS (2);['Built at Bombay, measured 1803, 3 decks, 7in bottom, length 171ft 4in, keel 139ft 73/4in, breadth 42ft 91/2in, hold 14ft lOV^in, wing transom 24ft, waist 1ft lOin, between decks 6ft 6in & 6ft SYiin, ports 15 middle & upper, 1360 tons'];{'time': '1803', 'destination': 'From Bombay', 'reference': ['L/MAR/B/336B Journal 7 Feb-5 Aug 1803', 'L/MAR/B/336C Deck Log 7 Feb-5 Aug 1803', 'L/MAR/B/336D(1) Ledger', 'L/MAR/B/336D(2) Pay Book', 'L/MAR/B/336B(3) Absence Book'], 'captain': 'Isaac Godsalve Richardson', 'itinerary': 'Bombay 7 Feb 1803 - 12 May St Helena -1 Aug Downs * The ship left Portsmouth 8 May 1804, to remain in India'};;;;;;;;
MARQUIS OF ELY;['Built by Peny, launched 1801, 3 decks, 5in bottom, length 165ft S^in, keel 134ft, breadth 42ft lin,', 'hold 17ft, wing transom 25ft lOin, port cell 29ft 3in, waist 1ft 6in, between decks 6ft 6in, roundhouse', '6ft 6in, ports 14 middle & 13 upper, deck range 96ft 6in, 1262 tons Principal Managing Owners: 1-7 Robert Wigram, 8 William Mellish'];{'time': ['1801', '1802'], 'destination': 'St Helena and China', 'reference': ['L/MAR/B/193A Journal 21 Nov 1801-19 Jul 1803 ', 'L/MAR/B/193-1(1) Ledger ', 'L/MAR/B/193-I(2) Pay Book'], 'captain': 'Andrew Hannay', 'itinerary': 'Portsmouth 12 Feb 1802 - 19 Ar St Helena -10 Aug Penang - 27 Sep Whampoa - 10 Dec Second Bar - 31 Mar 1803 St Helena - 29 May Downs'};{'time': ['1803', '1804'], 'destination': 'Ceylon and China', 'reference': ['L/MAR/B/193B Journal 15 Dec 1803-7 Nov 1805, Arthur Augustus Brocas, Chief Mate', 'L/MAR/B/193J(1) Ledger', 'L/MAR/B/193 J(2) Pay Book'], 'captain': 'Andrew Hannay', 'itinerary': 'Portsmouth 20 Mar 1804 - 20 Jul Madras -17 Oct Whampoa -14 Dec Second Bar - 21 Jan 1805 Penang - 2 Apr St Helena - 9 Sep Downs'};{'time': ['1805', '1806'], 'destination': 'China', 'reference': ['L/MAR/B/193C Journal 3 Feb 1806-31 Mar 1808', 'L/MAR/B/193K(1) Ledger', 'L/MAR/B/193K(2) Pay Book'], 'captain': 'James Dalrymple', 'itinerary': 'Portsmouth 14 May 1806 - 6 Aug Cape -12 Oct Penang -18 Jan 1807 Whampoa - 8 Mar Second Bar - 2 Jul Penang -17 Jul Acheh -19 Sep Cape - 13 Oct St Helena - 17 Dec Cork - 19 Jan 1808 Downs'};{'time': ['1808', '1809'], 'destination': 'China', 'reference': ['L/MAR/B/193D Journal 16 Jan 1809-8 Oct 1810', 'L/MAR/B/193L(1) Ledger', 'L/MAR/B/193L(2) Pay Book'], 'captain': [], 'itinerary': 'Portsmouth 5 Apr 1809 - 23 Jul Penang -18 Sep Macao - 6 Nov Whampoa - 2 Mar 1810 Chumpee - 22 May St Helena - 28 Jul Downs'};{'time': ['1810', '1811'], 'destination': 'China', 'reference': ['L/MAR/B/193E Journal 24 Jan 1811-4 Jul 1812', 'L/MAR/B/193M(1) Ledger', 'L/MAR/B/193M(2) Pay Book'], 'captain': 'James Dalrymple â€ž, _ A 1Ty,', 'itinerary': '13 Jan 1812 Lintin - 22 Mar St Helena -14 May Downs'};{'time': ['1812', '1813'], 'destination': 'Bombay and China', 'reference': ['L/MAR/B/193F Journal 5 Oct 1812-21 Oct 1814', 'L/MAR/B/193N(1) Ledger', 'L/MAR/B/193N(2) Pay Book'], 'captain': 'James Dalrymple', 'itinerary': 'Portsmouth 24 Dec 1812 - 9 May 1813 Bombay - 18 Jul Penang - 8 Aug Malacca - 9 Sep Whampoa - 8 Jan 1814 Second Bar - 26 May St Helena - 6 Aug Downs'};{'time': ['1815', '1816'], 'destination': 'Bombay and China', 'reference': ['L/MAR/B/193G Journal 7 Nov 1815-22 Jul 1817', 'L/MAR/B/193-0(1) Ledger', 'L/MAR/B/193-0(2) Pay Book'], 'captain': 'James Dalrymple t _ c , â€ž', 'itinerary': '10 Apr St Helena - 4 Jun Downs'};{'time': ['1818', '1819'], 'destination': 'St Helena and China', 'reference': ['L/MAR/B/193H Journal 24 Feb 1818-1 Nov 1820', 'L/MAR/B/193P(1) Ledger', 'L/MAR/B/193P(2) Pay Book'], 'captain': 'George Richardson', 'itinerary': 'Downs 22 Apr 1819-5 Jul St Helena - 9 Oct Penang - 10 Nov Malacca - 9 Feb 1820 Whampoa - 17 Mar Second Bar -12 May Mew Bay - 30 Jul St Helena - 26 Sep Downs'};
MARQUIS OF HASTINGS;['Chartered ship, 450 tons', 'Principal Managing Owners: 1-3 George Lyell, 4 James Somes'];{'time': ['1818', '1819'], 'destination': 'Bombay', 'reference': ['L/MAR/B/74A Deck Log 25 Mar 1819-1 Jun 1820'], 'captain': 'Charles Arkcoll', 'itinerary': 'Downs 5 May 1819 - 21 Aug Bombay - 2 Dec Cannanore - 1 Feb 1820 Cape - 19 Feb St Helena - 8 May Downs'};{'time': ['1824', '1825'], 'destination': 'New South Wales and China', 'reference': ['L/MAR/B/74B Deck Log 13 Apr 1826-13 Jan 1827'], 'captain': 'William Ostler', 'itinerary': 'Portsmouth 24 Aug 1825 - New South Wales - 26 Apr 1826 Whampoa - 27 Apr Second Bar - 16 Sep Cape - 7 Oct St Helena - 29 Nov Downs'};{'time': ['1826', '1827'], 'destination': 'New South Wales and China', 'reference': ['L/MAR/B/74C Deck Log 15 Nov 1827-30 Apr 1828'], 'captain': 'James J Drake', 'itinerary': 'Portsmouth 18 Apr 1827 - New South Wales - 2 Dec Whampoa -18 Feb 1828 St Helena - 11 Apr Downs'};{'time': ['1829', '1830'], 'destination': 'Madras and Bengal', 'reference': ['L/MAWB/74D Deck Log 11 May 1830-29 Jun 1831'], 'captain': 'Joseph Short', 'itinerary': 'Downs 7 Jun 1830-2 Oct Madras - 31 Oct Calcutta - 23 Jan 1831 Kedgeree - 2 Apr St Helena - 9 Jun Downs'};;;;;
MARQUIS OF HUNTLY;"[""Built by Brent, launched 1811, 3 decks, 4in bottom, length 167ft 9in, keel 136ft, breadth 42ft 'Ain, hold 17ft lin, wing transom 25ft lOin, port cell 29ft lin, waist 1ft 4!/2in, between decks 6ft i'Am & 6ft 4in, roundhouse 6ft 4y4in, ports 14 middle & 13 upper, deck range 100ft, 1279 tons Principal Managing Owners: 1-3 Thomas G Murray, 4 John Campbell, 5-9 John MacTaggart,""]";{'time': '', 'destination': '1832/3 Bombay and China', 'reference': ['L/MAR/B/7K Journal 3 Dec 1832-3 Jun 1834', 'L/MAR/B/7V (1) Ledger', 'L/MAR/B/7Y(2) Pay Book'], 'captain': 'John Hine', 'itinerary': 'Downs 17 Jan 1833 - 15 May Bombay -15 Jul Penang - 29 Jul Singapore -16 Aug Whampoa - 16 Nov Second Bar - 2 Feb 1834 Cape - 26 Feb St Helena - 29 Apr Downs'};{'time': ['1813', '1814'], 'destination': 'Madras and China', 'reference': ['L/MAM/B/7B Journal 8 Nov 1813-29 Aug 1815', 'L/MAR/B/7M(1) Ledger', 'L/MAR/B/7M(2) Pay Book'], 'captain': 'Donald MacLeod', 'itinerary': 'Portsmouth 22 Feb 1814 - 6 Jun Johanna - 4 Jul Madras - 21 Aug Penang - 14 Sep Malacca - 20 Oct Lintin - 30 Nov Whampoa - 9 Jan 1815 Second Bar - 19 Apr St Helena - 6 May Ascension - 23 Jun Downs'};{'time': ['1815', '1816'], 'destination': 'Bombay and China', 'reference': ['L/MAR/B/7C Journal 3 Nov 1815-10 Jun 1817', 'L/MAM/B/7N (1) Ledger', 'L/MAR/B/7N(2) Pay Book'], 'captain': 'Donald MacLeod', 'itinerary': 'Downs 23 Jan 1816 - 16 May Bombay - 13 Jul Penang - 26 Jul Malacca -19 Aug Whampoa - 20 Oct Second Bar - 2 Mar 1817 St Helena - 4 May Downs'};{'time': ['1817', '1818'], 'destination': 'Bombay and China', 'reference': ['L/MAR/B/7D Journal 27 Oct 1817-21 Oct 1819', 'L/MAM/B/7-0(l) Ledger', 'L/MAR/B/7-0(2) Pay Book'], 'captain': 'Donald MacLeod', 'itinerary': 'Downs 31 Dec 1817 -12 May 1818 Bombay - 5 Aug Malacca - 26 Aug Whampoa - 11 Nov Second Bar - 1 Feb 1819 Cape - 23 Feb St Helena - 5 May Downs'};{'time': ['1819', '1820'], 'destination': 'Bombay and China', 'reference': ['L/MAR/B/7E Journal 1 Jan 1820-17 Oct 1821', 'L/MAR/B/7P(1) Ledger', 'L/MAR/B/7P(2) Pay Book'], 'captain': 'Donald MacLeod', 'itinerary': 'Downs 5 Mar 1820 - 21 May Johanna - 7 Jun Bombay - 13 Aug New Anchorage - 6 Nov Penang - 21 Nov Singapore - 7 Feb 1821 Whampoa - 8 Mar Second Bar -19 Jul St Helena - 9 Sep Downs'};{'time': ['1821', '1822'], 'destination': 'China', 'reference': ['L/MAR/B/7F Journal 15 Mar 1822-6 Junl823', 'L/MAR/B/7Q(1) Ledger', 'L/MAR/B/7Q(2) Pay Book'], 'captain': 'John Small Hemy Fraser', 'itinerary': 'Downs 30 Apr 1822 - 13 Sep Whampoa -17 Nov Second Bar - 4 Feb 1823 Cape - 2 Mar St Helena - 28 Apr Downs'};{'time': ['1823', '1824'], 'destination': 'China', 'reference': ['L/MAM/B/7G Journal 5 Mar 1824-1 Jul 1825', 'L/MAR/B/7R(1) Ledger', 'L/MAM/B/7R(2) Pay Book'], 'captain': 'John Small Henry Fraser', 'itinerary': 'Downs 2 May 1824 - 22 Aug Singapore - 24 Sep Whampoa - 7 Jan 1825 Second Bar -10 Apr St Helena - 25 May Downs'};{'time': ['1825', '1827'], 'destination': 'Madras and China', 'reference': ['L/MAR/B/7H Journal 13 Jan 1826-18 Jul 1827', 'L/MAR/B/7S(1) Ledger', 'L/MAR/B/7S(2) Pay Book'], 'captain': 'John Small Henry Fraser', 'itinerary': 'Downs 11 Mar 1826 - 24 Jun Madras - 26 Aug Penang - 20 Sep Singapore - 31 Oct Whampoa - 27 Dec Second Bar - 26 Mar 1827 Cape - 22 Apr St Helena'};{'time': ['1827', '1828'], 'destination': 'Bengal and China', 'reference': ['L/MAR/B/7-I Journal 19 Dec 1827-12 Jun 1829', 'L/MAR/B/7T(1) Ledger', 'L/MAR/B/7T(2) Pay Book'], 'captain': 'John Small Henry Fraser', 'itinerary': 'Downs 8 Feb 1828 - 28 May New Anchorage - 3 Sep Penang - 16 Sep Singapore - 22 Oct Whampoa - 21 Dec Second Bar - 23 Mar 1829 St Helena - 15 May Downs'}
MARQUIS OF LANSBOWN;['Extra ship, built by Hill, launched 1786, 3 decks, 4in bottom, length 132ft 6in, keel 106ft 2in, breadth 33ft 9in, hold 14ft lin, wing transom 21ft Sin, port cell 25ft lin, between decks 5ft6 Sin & 6ft, roundÂ\xadhouse 6ft 3!4in, ports 12 middle & upper, 647 tons Principal Managing Owner: Anthony Brough'];{'time': ['86/7', '86/7'], 'destination': '', 'reference': ['L/MAR/B/373A Journal 23 Jan 1787-22 Aug 1788', 'L/MAR/B/373G(1) Ledger', 'L/MAR/B/373G(2) Pay Book', 'L/MAR/B/373G(3) Absence Book', 'L/MAR/B/373G(4) Imprest Book'], 'captain': 'David Tolme', 'itinerary': 'Downs 12 Mar 1787 - 28 Aug Whampoa -10 Jan 1788 Second Bar - 22 Apr St Helena - 10 Jul Downs'};{'time': ['1789', '1790'], 'destination': 'St Helena and China', 'reference': ['L/MAR/B/373B Journal 1 Jan 1790-4 Aug 1791', 'L/MAR/B/373H(1) Ledger', 'L/MAR/B/373H(2) Pay Book'], 'captain': 'David Tolme', 'itinerary': 'Plymouth 3 Mar 1790 - 12 May St Helena - 23 Aug Whampoa - 17 Nov Second Bar - 10 Apr 1791 Cape - 27 Apr St Helena - 30 Jun Downs'};{'time': ['1792', '1793'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/373C Journal 7 Mar 1793-20 Oct 1794', 'L/MAR/B/373-1(1) Ledger', 'L/MAR/B/373-1(2) Pay Book'], 'captain': 'Joseph Boulderson', 'itinerary': 'Portsmouth 22 May 1793 - 16 Sep Madras - 4 Nov Diamond Harbour -11 Jan 1794 Saugor - 18 Jun St Helena - 7 Sep Downs'};{'time': ['1795', '1796'], 'destination': 'Bengal', 'reference': ['L/MAR/B/373D Journal 9 Apr 1795-8 Sep 1796', 'L/MAR/B/373J(l) Ledger', 'L/MAR/B/3 73J(2) Pay Book'], 'captain': 'Joseph Boulderson', 'itinerary': 'Portsmouth 18 Jun 1795 - 27 Oct Diamond Harbour - 9 Jan 1796 Saugor - 18 Apr Cape - 5 May St Helena - 2 Aug Downs'};{'time': ['1796', '1797'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/373E Journal 28 Jan 1797-10 Aug 1798', 'L/MAR/B/373K(1) Ledger', 'L/MAR/B/373K(2) Pay Book'], 'captain': 'Joseph Boulderson', 'itinerary': 'Portsmouth 6 Apr 1797 - 27 Jul Madras - 26 Aug Negapatam - 29 Aug Pondicherry - 2 Sep Madras - 24 Dec Cape - 5 Feb 1798 St Helena - 24 Jun Cork -11 Jul Long Reach'};{'time': ['1798', '1799'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/373F Journal 14 Jan 1799-31 Jul 1800', 'L/MAR/B/373L(1) Ledger', 'L/MAR/B/373L(2) Pay Book'], 'captain': 'William Tyron White', 'itinerary': 'Portsmouth 2 Apr 1799 - 31 Jul Madras - 23 Aug Diamond Harbour - 5 Dec Saugor -15 Jan 1800 Madras - 2 Feb Point de Galle - 27 Apr St Helena - 29 Jun Cork - 5 Jul Downs'};;;
MARQUIS OF ROCKINGHAM (1);['400 tons, 60 crew, 22 guns', 'Principal Managing Owner: Charles Foulis'];{'time': ['1768', '1769'], 'destination': 'Bombay, to remain', 'reference': ['L/MAR/B/493A Journal 29 Dec 1768-7 Jan 1770, anon', 'L/MAR/B/493D(1) Ledger', 'L/MAR/B/493D(2) Pay Book'], 'captain': 'Alexander Hamilton', 'itinerary': 'Downs 20 Mar 1769 - 14 Jun Rio de Janeiro - 9 Sep Johanna - 20 Nov Tellicherry - 20 Dec Bombay'};;;;;;;;
MARQUIS OF ROCKINGHAM (2);['Built by Batson, launched 1777, 3 decks, 4in bottom, length 145ft llin, keel 118ft SV^in, breadth 36ft IViin, hold 15ft, wing transom 23ft Sin, port cell 26ft 6in, between decks 6ft VAin & 6ft 51/2in, roundÂ\xadhouse 6ft 5in, ports 13 middle & upper, 824 tons Principal Managing Owner: Robert Stewart'];{'time': ['1771', '1772'], 'destination': 'Bombay', 'reference': ['L/MAR/B/493B Journal 4 Feb 1772-11 Nov 1773', 'L/MAR/B/493E(1) Ledger', 'L/MAR/B/493E(2) Pay Book'], 'captain': 'Alexander Hamilton', 'itinerary': 'Downs 9 Apr 1772 - 23 Jul Johanna - 17 Aug Bombay - 4 Nov Tellicherry - 28 Dec Kedgeree - 8 Mar 1773 Ingeli - 15 May Mauritius - 14 Jul St Helena - 18 Sep Downs'};{'time': ['775/', '7756'], 'destination': 'Bombay', 'reference': ['L/MAR/B/493C Journal 7 Feb 1776-30 May 1777'], 'captain': 'Alexander Hamilton', 'itinerary': 'Downs 9 Apr 1776 - 24 Apr Madeira - 29 Aug Johanna - 1 Oct Bombay - 29 Nov Surat - 25 Dec Bombay - 18 Jan 1777 Anjengo -17 Apr Bombay - 26 May wrecked off Madras * journal includes minutes of enquiry into the loss'};;;;;;;
